"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"210453_x_at","210453_x_at","ATP5MG","ATP synthase membrane subunit g","10632",0.383999226103098,15.4021058419298,4.78091260408154,0.000356536833148706,0.0425025454941208,0.427476923186013
"212228_s_at","212228_s_at","COQ9","coenzyme Q9","57017",0.370122806053793,14.9985487888099,4.77883686709155,0.000357870238811917,0.0425025454941208,0.424000397353443
"208746_x_at","208746_x_at","ATP5MG","ATP synthase membrane subunit g","10632",0.411251700470135,15.4236468387094,4.77792076639978,0.000358460368482245,0.0425025454941208,0.422465880981367
"219420_s_at","219420_s_at","COA7","cytochrome c oxidase assembly factor 7 (putative)","65260",0.457073176966109,11.5853086553507,4.77491108484693,0.000360406262109372,0.0425025454941208,0.41742366772282
"208870_x_at","208870_x_at","ATP5F1C","ATP synthase F1 subunit gamma","509",0.349166367391593,16.0893351385022,4.77293766173851,0.00036168812537322,0.0425025454941208,0.414116831902862
"210050_at","210050_at","TPI1","triosephosphate isomerase 1","7167",1.41112866588691,8.52499848075077,4.77011844271453,0.000363527612663876,0.0425025454941208,0.409391749310546
"205711_x_at","205711_x_at","ATP5F1C","ATP synthase F1 subunit gamma","509",0.329679784350049,15.9351538533969,4.76797235038557,0.000364934414008728,0.0425025454941208,0.405794088270322
"208015_at","208015_at","SMAD1","SMAD family member 1","4086",-0.657186671723226,9.59954133437431,-4.76137362921524,0.000369295543794786,0.0427482109963427,0.394728051943757
"203893_at","203893_at","AK6","adenylate kinase 6","102157402",0.413976264544297,11.852171474897,4.75676489232792,0.0003723735796844,0.0428432729498707,0.386995559292896
"211911_x_at","211911_x_at","HLA-B","major histocompatibility complex, class I, B","3106",-0.460580140584174,14.3037655035156,-4.75006755366979,0.000376894127735787,0.0431021573550373,0.375753484744613
"203858_s_at","203858_s_at","COX10","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10","1352",0.380899490331604,13.3252735803092,4.74244096613557,0.000382111408877247,0.0434153764584842,0.362943885829069
"208745_at","208745_at","ATP5MG","ATP synthase membrane subunit g","10632",0.440665909248182,12.825724105878,4.73940823875203,0.000384206871314019,0.0434153764584842,0.357847850190843
"209900_s_at","209900_s_at","SLC16A1","solute carrier family 16 member 1","6566",0.644047746070612,11.879667241965,4.71866113907012,0.000398866018855201,0.0445694529918356,0.322950934479813
"220062_s_at","220062_s_at","MAGEC2","MAGE family member C2","51438",-1.25513031038084,7.79153348793737,-4.71292551335014,0.000403020251563758,0.0445694529918356,0.313292919409687
"202269_x_at","202269_x_at","GBP1","guanylate binding protein 1","2633",-0.534452100144335,10.8608728048679,-4.71129814750529,0.000404207094133225,0.0445694529918356,0.310551821840241
"203039_s_at","203039_s_at","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1","4719",0.420102419815152,15.0664712630429,4.70806185261189,0.000406578131743885,0.0445694529918356,0.305099586446656
"209835_x_at","209835_x_at","CD44","CD44 molecule (Indian blood group)","960",-0.576762329578218,10.5387493333213,-4.70660876311721,0.000407647416382211,0.0445694529918356,0.302651070809757
"207573_x_at","207573_x_at","ATP5MG","ATP synthase membrane subunit g","10632",0.414630355583274,14.9375710666953,4.70544437149128,0.000408506364337305,0.0445694529918356,0.300688811288587
"209003_at","209003_at","SLC25A11","solute carrier family 25 member 11","8402",0.457141779850403,14.5622710765589,4.70198532344719,0.000411069134902116,0.0445927797541816,0.294858434067135
"207521_s_at","207521_s_at","ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","489",1.06588637000202,7.12147456493127,4.68849596307103,0.000421223818867652,0.045348263354775,0.272105691272261
"200986_at","200986_at","SERPING1","serpin family G member 1","710",-0.409761790755836,12.1995894810391,-4.68641821717785,0.000422810925716138,0.045348263354775,0.268598885404643
"208328_s_at","208328_s_at","MEF2A","myocyte enhancer factor 2A","4205",-0.335892945942412,10.5715693494433,-4.68157765151031,0.00042653256420695,0.0454191400020897,0.260426701924616
"211748_x_at","211748_x_at","PTGDS","prostaglandin D2 synthase","5730",-0.869183804265161,13.553403731997,-4.67848574040447,0.000428927543301408,0.0454191400020897,0.25520503137449
"203830_at","203830_at","C17orf75","chromosome 17 open reading frame 75","64149",0.567004996872855,10.0191935358543,4.67359470049348,0.000432744662788904,0.0454191400020897,0.246942278199173
"208977_x_at","208977_x_at","TUBB4B","tubulin beta 4B class IVb","10383",0.528629164826787,13.4783723108765,4.67289080486752,0.000433296900054421,0.0454191400020897,0.245752870891063
"212171_x_at","212171_x_at","VEGFA","vascular endothelial growth factor A","7422",0.513609768778148,12.7382708312499,4.67017525394939,0.000435434233058382,0.0454191400020897,0.241163632952195
"212268_at","212268_at","SERPINB1","serpin family B member 1","1992",-1.35963100422963,9.02107847382029,-4.65832446589753,0.00044489050400413,0.045802967490742,0.221124168971347
"217456_x_at","217456_x_at","HLA-E","major histocompatibility complex, class I, E","3133",-0.372677846628504,13.067503313502,-4.65743686789176,0.000445607282122576,0.045802967490742,0.219622484381771
"218190_s_at","218190_s_at","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X","29796",0.435910744156867,16.456945523805,4.65651606918291,0.000446352137894399,0.045802967490742,0.218064515500918
"218160_at","218160_at","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8","4702",0.436557423324665,14.0706202975402,4.65089686936771,0.000450925726229061,0.0460235160577016,0.208554461933205
"219514_at","219514_at","ANGPTL2","angiopoietin like 2","23452",-0.546055279060962,10.7023881925307,-4.6451471367691,0.000455655912687275,0.046098036487629,0.19881904304007
"218222_x_at","218222_x_at","ARNT","aryl hydrocarbon receptor nuclear translocator","405",-1.03902083214614,9.91017561261913,-4.64411270049927,0.000456512371453553,0.046098036487629,0.19706706377945
"203339_at","203339_at","SLC25A12","solute carrier family 25 member 12","8604",0.502347183214287,13.8152179395803,4.63913536970705,0.000460656751455922,0.0462704114795726,0.188635147082479
"219938_s_at","219938_s_at","PSTPIP2","proline-serine-threonine phosphatase interacting protein 2","9050",0.578183972771859,11.718641868298,4.6316424870265,0.000466969457549913,0.0464405592400167,0.175935395931015
"209040_s_at","209040_s_at","PSMB8","proteasome 20S subunit beta 8","5696",-1.81101864427176,7.54957868588831,-4.63131983059938,0.000467243300402612,0.0464405592400167,0.175388352266354
"202219_at","202219_at","SLC6A8","solute carrier family 6 member 8","6535",0.553404380545318,13.643017490512,4.62440450661194,0.000473152643115112,0.0467829675880067,0.163660477643599
"219185_at","219185_at","SIRT5","sirtuin 5","23408",0.450452308693132,11.6493665984855,4.62079656638318,0.00047626645023591,0.0468468512501478,0.157539120895615
"218456_at","218456_at","CAPRIN2","caprin family member 2","65981",-0.567946924062394,10.7570211591511,-4.61254083878971,0.000483471708710465,0.0473104480317498,0.143525582308511
"218002_s_at","218002_s_at","CXCL14","C-X-C motif chemokine ligand 14","9547",-0.970860974543703,12.3752240816169,-4.60209710823826,0.000492748826922311,0.0477890468447739,0.125784967351788
"211569_s_at","211569_s_at","HADH","hydroxyacyl-CoA dehydrogenase","3033",0.471709548445183,13.8312045805108,4.59159369897499,0.000502265245386736,0.0477890468447739,0.107928288702973
"201621_at","201621_at","NBL1","NBL1, DAN family BMP antagonist","4681",-0.84219072155043,8.84701047656247,-4.59094343783239,0.000502860629545024,0.0477890468447739,0.106822307337289
"207966_s_at","207966_s_at","GLG1","golgi glycoprotein 1","2734",-0.457146702133768,13.0747983416504,-4.58693116750804,0.000506550515436609,0.0477890468447739,0.0999968891665697
"207508_at","207508_at","ATP5MC3","ATP synthase membrane subunit c locus 3","518",0.437517408726318,16.4454762503289,4.58646564544429,0.000506980446330647,0.0477890468447739,0.0992048343870264
"208767_s_at","208767_s_at","LAPTM4B","lysosomal protein transmembrane 4 beta","55353",0.503526755467655,14.674381243842,4.58531622217652,0.000508043611908394,0.0477890468447739,0.0972490441568903
"214730_s_at","214730_s_at","GLG1","golgi glycoprotein 1","2734",-0.465723735504913,12.9040541954106,-4.58522417915318,0.000508128847502046,0.0477890468447739,0.0970924216491129
"210625_s_at","210625_s_at","AKAP1","A-kinase anchoring protein 1","8165",0.52587159551223,13.3963434731645,4.58065123650552,0.000512382295130221,0.0477890468447739,0.0893095847955774
"201714_at","201714_at","TUBG1","tubulin gamma 1","7283",0.445537661814768,11.5485538755705,4.58047674810492,0.000512545321704596,0.0477890468447739,0.0890125625804963
"206967_at","206967_at","CCNT1","cyclin T1","904",0.817102605724992,8.7820639960089,4.57837894306025,0.000514509539638242,0.0477890468447739,0.0854412666421362
"201591_s_at","201591_s_at","NISCH","nischarin","11188",-0.427035839391152,11.3792157235348,-4.5741290144629,0.000518512784075069,0.0477890468447739,0.0782044204021179
"214459_x_at","214459_x_at","HLA-C","major histocompatibility complex, class I, C","3107",-0.525516404814539,14.2385369495316,-4.57406791980541,0.000518570567321082,0.0477890468447739,0.0781003700554432
"217496_s_at","217496_s_at","IDE","insulin degrading enzyme","3416",-0.410427366897398,11.6528940133194,-4.571006067122,0.000521475028147594,0.0478245504075068,0.0728850963341987
"213196_at","213196_at","ZNF629","zinc finger protein 629","23361",0.573143270185763,11.3888795618152,4.5671504708195,0.000525156428010411,0.0479306232180271,0.0663160766607893
"205553_s_at","205553_s_at","CSRP3","cysteine and glycine rich protein 3","8048",0.652090049105347,16.1301644938225,4.56217722541528,0.000529944792863342,0.0479935109002636,0.0578399605837934
"203007_x_at","203007_x_at","LYPLA1","lysophospholipase 1","10434",0.411490498576088,13.1486135017793,4.55971867542765,0.000532328634363154,0.0479935109002636,0.0536485482679749
"213726_x_at","213726_x_at","TUBB4B","tubulin beta 4B class IVb","10383",0.444886845902259,13.4394724360142,4.55664436146529,0.000535325170293823,0.0479935109002636,0.0484062471662243
"203818_s_at","203818_s_at","SF3A3","splicing factor 3a subunit 3","10946",0.520293837981821,11.9839331068015,4.55208515371893,0.000539801246972222,0.0479935109002636,0.0406296359070337
"203267_s_at","203267_s_at","DRG2","developmentally regulated GTP binding protein 2","1819",-1.12189970511673,10.0934048618416,-4.55115604270334,0.000540718163030041,0.0479935109002636,0.0390445238183226
"213333_at","213333_at","MDH2","malate dehydrogenase 2","4191",0.489237838011528,13.5718191519773,4.54973836661538,0.000542120342011379,0.0479935109002636,0.03662567679405
"214555_at","214555_at","SSTR5","somatostatin receptor 5","6755",0.855205269860306,8.76591278045085,4.54616676698385,0.000545669623246935,0.0479935109002636,0.0305306301949475
"202930_s_at","202930_s_at","SUCLA2","succinate-CoA ligase ADP-forming subunit beta","8803",0.369539329111202,14.6199652798329,4.54576509492636,0.000546070288372152,0.0479935109002636,0.0298450601813718
"214011_s_at","214011_s_at","NOP16","NOP16 nucleolar protein","51491",0.391192468816923,12.1763664170926,4.54106443880711,0.000550781876146058,0.0480156182589598,0.0218204634483667
"221911_at","221911_at","ETV1","ETS variant transcription factor 1","2115",-1.79362496029604,6.54219834603465,-4.53800379839632,0.000553872251469613,0.0480156182589598,0.0165940296338336
"202285_s_at","202285_s_at","TACSTD2","tumor associated calcium signal transducer 2","4070",0.692118523093789,9.04969589069394,4.53712661016449,0.000554761269088518,0.0480156182589598,0.0150958944760413
"207332_s_at","207332_s_at","TFRC","transferrin receptor","7037",1.57832176066843,13.5688186311384,4.53314980296092,0.000558810283082087,0.0480156182589598,0.00830271929653836
"218975_at","218975_at","COL5A3","collagen type V alpha 3 chain","50509",-1.41478448921152,9.41544140343761,-4.52818699493077,0.00056390616995052,0.0480156182589598,-0.000177615037153522
"218235_s_at","218235_s_at","UTP11","UTP11 small subunit processome component","51118",0.397156424705713,14.2229428542383,4.52801667137385,0.000564081912558391,0.0480156182589598,-0.000468716649119294
"209303_at","209303_at","NDUFS4","NADH:ubiquinone oxidoreductase subunit S4","4724",0.377080263860504,14.5836950681542,4.52585982892498,0.000566312290826554,0.0480156182589598,-0.00415532096717897
"221494_x_at","221494_x_at","EIF3K","eukaryotic translation initiation factor 3 subunit K","27335",0.379257761568043,15.4530934394245,4.52327980207121,0.000568992282723536,0.0480156182589598,-0.00856604659628957
"219714_s_at","219714_s_at","CACNA2D3","calcium voltage-gated channel auxiliary subunit alpha2delta 3","55799",-0.660858435919105,9.97156300311681,-4.5231905425503,0.000569085235370099,0.0480156182589598,-0.00871865699296226
"207088_s_at","207088_s_at","SLC25A11","solute carrier family 25 member 11","8402",0.557338610517348,14.5406440584665,4.51812191180992,0.000574389463822769,0.0481528977362539,-0.0173863725915089
"212449_s_at","212449_s_at","LYPLA1","lysophospholipase 1","10434",0.480410146619754,13.7038657906163,4.51602382678548,0.000576600027469368,0.0481528977362539,-0.0209752137491437
"218597_s_at","218597_s_at","CISD1","CDGSH iron sulfur domain 1","55847",0.309250365480743,14.8648823562365,4.51302480572028,0.000579775131980409,0.0481528977362539,-0.0261061171608201
"210024_s_at","210024_s_at","UBE2E3","ubiquitin conjugating enzyme E2 E3","10477",-0.363910390863069,14.7248047996849,-4.51018779630538,0.000582795375695152,0.0481528977362539,-0.0309609042565038
"212589_at","212589_at","RRAS2","RAS related 2","22800",0.431943377346318,12.3693337154675,4.50962656875123,0.000583394778726212,0.0481528977362539,-0.0319214182589223
"221827_at","221827_at","RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1","10616",-0.752446996963316,10.2711077298159,-4.50399879123504,0.000589440771668821,0.0484413143262376,-0.0415553195947496
"219933_at","219933_at","GLRX2","glutaredoxin 2","51022",0.343093592410396,12.6086558592474,4.48765050682892,0.000607374542269362,0.0494815584597266,-0.0695640261132668
"212716_s_at","212716_s_at","EIF3K","eukaryotic translation initiation factor 3 subunit K","27335",0.38631829195096,15.6210571276084,4.48714315609171,0.000607940047660531,0.0494815584597266,-0.0704337886943289
"212242_at","212242_at","TUBA4A","tubulin alpha 4a","7277",0.669416958467446,14.6758571259441,4.48271109365395,0.000612903363082201,0.0494815584597266,-0.0780331582107125
"204384_at","204384_at","GOLGA2","golgin A2","2801",-1.64667984912255,8.24386602406027,-4.48193376005507,0.000613778185668753,0.0494815584597266,-0.0793662579368197
"218039_at","218039_at","NUSAP1","nucleolar and spindle associated protein 1","51203",-0.499793546466831,10.8474848789785,-4.48073391426839,0.000615131047013036,0.0494815584597266,-0.0814241011689543
"214510_at","214510_at","GPR20","G protein-coupled receptor 20","2843",1.0947663651901,6.48599998275004,4.47385467103842,0.000622947383603632,0.0498988739676428,-0.0932261297266006
"208159_x_at","208159_x_at","DDX11","DEAD/H-box helicase 11","1663",-0.873031936702896,10.5884599437301,-4.4680153666148,0.000629662738923561,0.0500782854302348,-0.103248717370185
"200822_x_at","200822_x_at","TPI1","triosephosphate isomerase 1","7167",0.498406562108471,16.6880577625472,4.4626881643499,0.000635854496826134,0.0500782854302348,-0.112396067904735
"218866_s_at","218866_s_at","POLR3K","RNA polymerase III subunit K","51728",0.349996418108073,11.8156052101408,4.46210121960108,0.000636540538948459,0.0500782854302348,-0.113404129551909
