"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"57572_at","57572_at","57572","DOCK6","dedicator of cytokinesis 6",0.3143279149,6.0111854798,3.97423876022997,0.000543452049853477,0.0450660727864559,-0.155711538837549
"4811_at","4811_at","4811","NID1","nidogen 1",0.364585944999999,6.75300658925,3.97399580591874,0.000543788595038883,0.0450660727864559,-0.156276294804067
"7351_at","7351_at","7351","UCP2","uncoupling protein 2",0.342574858600003,8.22487322085,3.96914755912427,0.000550547692110802,0.0453546432072232,-0.167545078384411
"22868_at","22868_at","22868","FASTKD2","FAST kinase domains 2",-0.261526514450002,6.952838769425,-3.96454202858162,0.000557045236332861,0.0454612774415332,-0.17824769463619
"54941_at","54941_at","54941","RNF125","ring finger protein 125",0.34887216055,5.480125288325,3.96150540396546,0.000561370716203328,0.0454612774415332,-0.185303304260879
"843_at","843_at","843","CASP10","caspase 10",0.2548285086,4.123703644,3.96127768635962,0.000561696419255937,0.0454612774415332,-0.185832372077354
"146862_at","146862_at","146862","UNC45B","unc-45 myosin chaperone B",0.194136032950002,8.946035144525,3.94880549534732,0.000579823205380515,0.0463820471784394,-0.214802118924162
"57608_at","57608_at","57608","JCAD","junctional cadherin 5 associated",0.22644703545,6.253382525775,3.94343917277981,0.000587799076350061,0.0463820471784394,-0.227262130706946
"50831_at","50831_at","50831","TAS2R3","taste 2 receptor member 3",-0.257593185100001,4.64441043095,-3.94218878133201,0.000589673012973546,0.0463820471784394,-0.230165000165647
"2788_at","2788_at","2788","GNG7","G protein subunit gamma 7",-0.2551936508,6.41869480775,-3.93940727360861,0.000593862777858737,0.0463820471784394,-0.236621912688816
"81831_at","81831_at","81831","NETO2","neuropilin and tolloid like 2",0.331383725899999,5.794343808,3.93920868738757,0.000594163028124118,0.0463820471784394,-0.237082876055761
"79628_at","79628_at","79628","SH3TC2","SH3 domain and tetratricopeptide repeats 2",0.285020844050001,3.779955276075,3.93806654783568,0.000595892784648023,0.0463820471784394,-0.239733964063642
"80155_at","80155_at","80155","NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit",-0.228401503400003,7.42719396965,-3.93617716892898,0.000598765143752256,0.0463820471784394,-0.244119231724341
"55930_at","55930_at","55930","MYO5C","myosin VC",0.264198020550001,4.881987158625,3.93098046837674,0.000606736178193846,0.0463820471784394,-0.256179004234055
"406930_at","406930_at","406930","MIR138-2","microRNA 138-2",-0.202081437850001,4.103649067025,-3.93050200470121,0.00060747531973815,0.0463820471784394,-0.257289220515439
"25992_at","25992_at","25992","SNED1","sushi, nidogen and EGF like domains 1",0.299470181599999,6.37109772865,3.92934513147697,0.000609266157234937,0.0463820471784394,-0.259973508513204
"375790_at","375790_at","375790","AGRN","agrin",0.243934789299998,4.8298576676,3.92891242385214,0.000609937325612425,0.0463820471784394,-0.260977483786637
"7168_at","7168_at","7168","TPM1","tropomyosin 1",0.208128407,9.431353524,3.92164917496225,0.000621312788361379,0.0469889015897349,-0.277826983255554
"55384_at","55384_at","55384","MEG3","maternally expressed 3",0.301762096300001,6.9930511854,3.91635951942786,0.000629728751233614,0.0472806073511472,-0.290094719910183
"10769_at","10769_at","10769","PLK2","polo like kinase 2",0.301854422450001,5.593745435775,3.91494247302726,0.000632002338147561,0.0472806073511472,-0.293380639930777
"53834_at","53834_at","53834","FGFRL1","fibroblast growth factor receptor like 1",-0.168812962149996,6.074637214975,-3.90742681915618,0.000644196892219162,0.0479337902597484,-0.310804867255236
"64761_at","64761_at","64761","PARP12","poly(ADP-ribose) polymerase family member 12",0.1691395595,5.9619576548,3.90503513251395,0.000648125989403899,0.0479682550446522,-0.316348504664111
"117_at","117_at","117","ADCYAP1R1","ADCYAP receptor type I",0.21946873915,3.956156805675,3.89275593940882,0.000668673556800947,0.0492257554581123,-0.344800713534224
"55714_at","55714_at","55714","TENM3","teneurin transmembrane protein 3",-0.204583347549999,6.088308470075,-3.89029144799703,0.000672874278521937,0.0492729101309185,-0.350509277556047
"23136_at","23136_at","23136","EPB41L3","erythrocyte membrane protein band 4.1 like 3",0.267863912900001,5.7228899767,3.88747554767188,0.000677705826370225,0.0493655191419154,-0.357031022332557
"10211_at","10211_at","10211","FLOT1","flotillin 1",0.183193848249999,7.663329486725,3.88100167587689,0.000688943820029714,0.0496613306752813,-0.372021540581614
"2027_at","2027_at","2027","ENO3","enolase 3",0.195409832999996,11.6145310315,3.8809788668618,0.000688983737105665,0.0496613306752813,-0.372074347765596
"3991_at","3991_at","3991","LIPE","lipase E, hormone sensitive type",-0.309433139649999,5.675239840225,-3.8789567887333,0.000692531562162522,0.0496613306752813,-0.376755615787769
"79696_at","79696_at","79696","ZC2HC1C","zinc finger C2HC-type containing 1C",-0.214814067749999,3.795391989475,-3.87404416653844,0.000701226152177235,0.0500256182790358,-0.388126854445783
"2122_at","2122_at","2122","MECOM","MDS1 and EVI1 complex locus",0.208755245699996,5.19934702545,3.87087042670727,0.000706900287849867,0.0501717947889342,-0.395471693047186
"5255_at","5255_at","5255","PHKA1","phosphorylase kinase regulatory subunit alpha 1",0.263596114399997,9.2194133691,3.86680633883281,0.000714232319965482,0.0504335474914401,-0.40487539347068
"83862_at","83862_at","83862","TMEM120A","transmembrane protein 120A",-0.357631897699997,7.29828057005,-3.86054115656075,0.000725682376255416,0.0508749364255231,-0.419368490377981
"11339_at","11339_at","11339","OIP5","Opa interacting protein 5",0.2819155281,4.69702769325,3.85937413835651,0.00072783507313971,0.0508749364255231,-0.422067638645094
"27347_at","27347_at","27347","STK39","serine/threonine kinase 39",0.2451195194,5.76112830015,3.85588667985326,0.000734305639332474,0.0510692967254344,-0.430132720369356
"10039_at","10039_at","10039","PARP3","poly(ADP-ribose) polymerase family member 3",0.203036473449997,6.714196531475,3.84871224499241,0.000747795638161687,0.05146570877409,-0.446719937556579
"55035_at","55035_at","55035","NOL8","nucleolar protein 8",-0.1997820605,5.82234652115,-3.8472177134568,0.000750636351625654,0.05146570877409,-0.450174536821908
"8743_at","8743_at","8743","TNFSF10","TNF superfamily member 10",0.209107223299997,8.58808471755,3.84694211240849,0.00075116135638484,0.05146570877409,-0.450811558663849
"64785_at","64785_at","64785","GINS3","GINS complex subunit 3",0.19731224045,3.972219482475,3.8399948682782,0.000764515558167215,0.0521226370691343,-0.466866457099487
"161198_at","161198_at","161198","CLEC14A","C-type lectin domain containing 14A",0.271859403549999,6.040937849875,3.82690566722046,0.000790314093746632,0.0533772786527401,-0.497099928983934
"10000_at","10000_at","10000","AKT3","AKT serine/threonine kinase 3",0.243571631599999,6.44721273945,3.8267471823809,0.000790631656344778,0.0533772786527401,-0.497465873653343
"64097_at","64097_at","64097","EPB41L4A","erythrocyte membrane protein band 4.1 like 4A",0.195387899749999,5.604444083925,3.8207589611614,0.000802722957239846,0.0539305132436867,-0.511290599473576
"283130_at","283130_at","283130","SLC25A45","solute carrier family 25 member 45",0.238735852,5.80671849375,3.79843141985295,0.00084943150772873,0.0567929085360658,-0.562798841878739
"9619_at","9619_at","9619","ABCG1","ATP binding cassette subfamily G member 1",0.297512928350002,6.756041225825,3.79199132053545,0.000863393823185507,0.0573151621709076,-0.57764431810113
"694_at","694_at","694","BTG1","BTG anti-proliferation factor 1",0.17141771355,7.713665327225,3.79101724183496,0.000865525209083793,0.0573151621709076,-0.579889275464492
"79723_at","79723_at","79723","SUV39H2","suppressor of variegation 3-9 homolog 2",-0.240984087249997,5.011329586575,-3.78458374575267,0.000879732866415451,0.0575315369667353,-0.594713535070213
"8925_at","8925_at","8925","HERC1","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1",-0.151043060300001,8.51806702865,-3.78128983295131,0.000887095602749926,0.0575315369667353,-0.60230143766755
"10944_at","10944_at","10944","C11orf58","chromosome 11 open reading frame 58",-0.192531132799997,9.11313465995,-3.78116020436644,0.000887386591252825,0.0575315369667353,-0.602600023555412
"55303_at","55303_at","55303","GIMAP4","GTPase, IMAP family member 4",0.231872259450001,5.832985203775,3.78018870037467,0.000889570399103532,0.0575315369667353,-0.604837713040239
"406939_at","406939_at","406939","MIR147A","microRNA 147a",0.1596946009,3.99679044515,3.77946382421281,0.000891203261981061,0.0575315369667353,-0.606507259820853
"3984_at","3984_at","3984","LIMK1","LIM domain kinase 1",0.308555505250001,5.937642495875,3.77658436864679,0.000897718697018326,0.0575315369667353,-0.613138604265603
"64773_at","64773_at","64773","PCED1A","PC-esterase domain containing 1A",0.166687169699999,5.76384341635,3.77650848220319,0.000897891039365234,0.0575315369667353,-0.613313355242371
"3398_at","3398_at","3398","ID2","inhibitor of DNA binding 2",0.418555152200003,6.02481633445,3.77158154517082,0.00090915025735885,0.0577242329449874,-0.624657495421602
"873_at","873_at","873","CBR1","carbonyl reductase 1",0.232215655700002,5.12411243675,3.77154247881087,0.000909240085405148,0.0577242329449874,-0.624747432125512
"7128_at","7128_at","7128","TNFAIP3","TNF alpha induced protein 3",0.280178272299999,5.88561220805,3.76560749626552,0.000922988612694146,0.058244666651388,-0.638408360429617
"91156_at","91156_at","91156","IGFN1","immunoglobulin like and fibronectin type III domain containing 1",1.13886312505,6.153643640225,3.76438128138559,0.000925854527695474,0.058244666651388,-0.641230244742243
"57188_at","57188_at","57188","ADAMTSL3","ADAMTS like 3",0.1824080088,5.44858526765,3.76105004521605,0.000933684523636097,0.0582506245144215,-0.648895412235766
"6091_at","6091_at","6091","ROBO1","roundabout guidance receptor 1",0.28493320665,6.371527289875,3.75799517298094,0.000940922098210739,0.0582506245144215,-0.655923382892457
"4478_at","4478_at","4478","MSN","moesin",0.239022705250001,8.145260158075,3.75733445188298,0.000942494706995924,0.0582506245144215,-0.657443260913618
"387882_at","387882_at","387882","C12orf75","chromosome 12 open reading frame 75",-0.631014917550001,7.845751972125,-3.75721274235557,0.00094278467422185,0.0582506245144215,-0.657723226957937
"5608_at","5608_at","5608","MAP2K6","mitogen-activated protein kinase kinase 6",-0.174239224300001,8.3088234401,-3.75340060875533,0.000951911396603708,0.0585531276844236,-0.666491208708652
"2791_at","2791_at","2791","GNG11","G protein subunit gamma 11",0.262174987249998,7.159427019575,3.74954345398625,0.000961234223933871,0.0588245697957198,-0.675360770611134
"90861_at","90861_at","90861","JPT2","Jupiter microtubule associated homolog 2",-0.17639721275,5.969734588675,-3.74612088634042,0.000969581697337206,0.0588245697957198,-0.683229327742804
"6284_at","6284_at","6284","S100A13","S100 calcium binding protein A13",0.212406972999999,5.1197993964,3.74548913497683,0.000971130272323328,0.0588245697957198,-0.684681565693673
"10966_at","10966_at","10966","RAB40B","RAB40B, member RAS oncogene family",0.198551278299999,6.553905178,3.74459522466019,0.00097332561294941,0.0588245697957198,-0.686736349466597
"3915_at","3915_at","3915","LAMC1","laminin subunit gamma 1",0.175984630100002,8.2306501198,3.7401563421913,0.000984299388029898,0.05922914578406,-0.696938171734509
"5638_at","5638_at","5638","PRRG1","proline rich and Gla domain 1",-0.199673894950005,7.107207808975,-3.73007860076236,0.00100966648060776,0.0603602485702088,-0.720089748561707
"135228_at","135228_at","135228","CD109","CD109 molecule",0.291180085300001,4.40918128745,3.72798505002163,0.00101501619634322,0.0603602485702088,-0.724897510582512
"3672_at","3672_at","3672","ITGA1","integrin subunit alpha 1",0.233280932050001,7.664708400675,3.72753085405145,0.00101618048532216,0.0603602485702088,-0.725940474992689
"54790_at","54790_at","54790","TET2","tet methylcytosine dioxygenase 2",0.154559207950001,6.996254805475,3.7207441662542,0.00103373445595829,0.0608870300680272,-0.74152125237423
"391356_at","391356_at","391356","PTRHD1","peptidyl-tRNA hydrolase domain containing 1",0.209792650349998,6.480011109075,3.71874025777146,0.00103897429703915,0.0608870300680272,-0.746120569050748
"22881_at","22881_at","22881","ANKRD6","ankyrin repeat domain 6",0.216074269950001,5.517392934175,3.71825239029492,0.00104025391814726,0.0608870300680272,-0.74724022428567
"114907_at","114907_at","114907","FBXO32","F-box protein 32",0.166441791000006,10.9906663045,3.7169908628082,0.0010435699361409,0.0608870300680272,-0.750135273611068
"3428_at","3428_at","3428","IFI16","interferon gamma inducible protein 16",0.289388362950002,7.323538663425,3.71567275963842,0.00104704574827966,0.0608870300680272,-0.753159918513147
"57478_at","57478_at","57478","USP31","ubiquitin specific peptidase 31",0.208412289849999,7.348176605325,3.712920956382,0.00105433885311359,0.0610546013685863,-0.759473680089748
"165904_at","165904_at","165904","XIRP1","xin actin binding repeat containing 1",-0.353275059750004,8.295656202875,-3.70825625339515,0.00106681573522795,0.0615197073981453,-0.770173971701044
"1272_at","1272_at","1272","CNTN1","contactin 1",0.204532604750001,4.060903489975,3.70452337610193,0.00107690446011905,0.0618438080001979,-0.778734536382681
"9868_at","9868_at","9868","TOMM70","translocase of outer mitochondrial membrane 70",-0.145532751699998,7.8251058588,-3.69777941057638,0.00109536896263765,0.0624726992208702,-0.794195341977798
"163590_at","163590_at","163590","TOR1AIP2","torsin 1A interacting protein 2",-0.205245113350004,7.245549618525,-3.69713205297954,0.00109715763028802,0.0624726992208702,-0.795679090685621
"9886_at","9886_at","9886","RHOBTB1","Rho related BTB domain containing 1",0.176439214949999,9.464992969825,3.69393772991882,0.00110602566151628,0.0624726992208702,-0.802999617724178
"1316_at","1316_at","1316","KLF6","Kruppel like factor 6",0.189721496300001,7.40358836965,3.6936659842155,0.00110678331398275,0.0624726992208702,-0.803622317417374
"55917_at","55917_at","55917","CTTNBP2NL","CTTNBP2 N-terminal like",0.211833143650002,5.698468600925,3.69236231649508,0.00111042514511084,0.0624726992208702,-0.806609496210666
"4940_at","4940_at","4940","OAS3","2'-5'-oligoadenylate synthetase 3",0.207277167450001,5.038611908925,3.67993723943468,0.00114572987701944,0.0639053103134515,-0.835067430168164
"81544_at","81544_at","81544","GDPD5","glycerophosphodiester phosphodiesterase domain containing 5",0.24751659245,5.444183778675,3.67945254781892,0.00114712915676478,0.0639053103134515,-0.836177089942802
"6529_at","6529_at","6529","SLC6A1","solute carrier family 6 member 1",0.226651072350002,5.282757614025,3.67481179438855,0.00116061185732923,0.0639053103134515,-0.846799933695078
"84767_at","84767_at","84767","TRIM51","tripartite motif-containing 51",-0.360040180450001,4.151815376525,-3.67412662992506,0.00116261556757272,0.0639053103134515,-0.848368027589999
"7291_at","7291_at","7291","TWIST1","twist family bHLH transcription factor 1",0.1269468074,5.03708634955,3.67374400921681,0.00116373598701255,0.0639053103134515,-0.849243677716913
"4232_at","4232_at","4232","MEST","mesoderm specific transcript",0.249371483049997,6.221709775725,3.67361648036753,0.00116410966190351,0.0639053103134515,-0.849535530185381
"287_at","287_at","287","ANK2","ankyrin 2",0.14610380555,8.875468497125,3.67166512414851,0.00116984205802481,0.0639053103134515,-0.854000947543693
"4881_at","4881_at","4881","NPR1","natriuretic peptide receptor 1",0.237704877099998,5.09062227965,3.67065216535502,0.00117282867193762,0.0639053103134515,-0.856318743765073
"2697_at","2697_at","2697","GJA1","gap junction protein alpha 1",0.2773942237,6.3541385019,3.66235311799332,0.00119758065157494,0.0648902781719359,-0.875302361852475
